Query_ID,Query_Text,Department,Priority_Label
3920,I am having trouble finding my class location. It says 'Room 402' but I can't find that in the Arts building.,Academic Office,Low
1516,airflow in dorm is inconsistent,Student Housing,Medium
4210,fee adjustment request still pending,Finance Office,Medium
3078,is there any way to get a certificate of participation for the volunteer event i did last month? just for my resume.,Administration,Low
612,the carbon monoxide detector in my suite is beeping and i have a headache. please send someone immediately.,Student Housing,High
6229,PLEASE HELP ME!!! I am trying to upload my final recommendation letter but the button is greyed out. My application isn't due until next week but I am so stressed!!,Admissions,Medium
2348,laundry timing?,Student Housing,Low
1111,I would like to request an official transcript be sent to the following graduate school address by the end of next week.,Academic Office,Medium
939,hello i am inquiring about the policy for bringing a service animal to the convocation ceremony next month. thank you.,Administration,Medium
2985,info on academic newsletter subscription,Academic Office,Low
4304,exam grade submission query,Academic Office,Medium
6030,I am being harassed by another student in my shared apartment and I no longer feel safe sleeping there. I need to move to a different unit immediately.,Student Housing,High
6292,pls provide info on certificate ordering process,Administration,Low
2318,Dorm faucet leaking badly.,Student Housing,Medium
2804,Portal crashed submitting assignment.,IT Support,High
5489,The vending machine in the student union is out of bottled water. When will it be restocked?,Administration,Low
6204,I would like to request a copy of the university's policy on student employment from the finance office.,Finance Office,Low
6279,I am reporting that the fire alarm system in our wing has been deactivated by a student. This is an emergency safety risk.,Student Housing,High
6231,The lock on my dorm room window is broken and anyone could climb in from the fire escape. i need this fixed before i sleep.,Student Housing,Medium
1774,OMG URGENT I NEED TO KNOW THE MENU FOR THE CAFE TODAY I AM LITERALLY STARVING PLS HELP ME NOW!!!!!!!!!!,Student Housing,Low
4004,i'm tryin to figure out if i can get a bigger chair for my desk bc this one is small. thx.,Student Housing,Medium
6750,I noticed that the carpet in the hallway of building B is coming up at the edges and it's a bit of a trip hazard.,Student Housing,Low
1696,I noticed that the library search engine is not returning any results for journals published after 2022.,Library,Medium
1259,Admissions submission portal not working.,Admissions,High
2648,"Admissions docs deadline near, portal rejects submission.",Admissions,High
1701,I am an international student and I'm confused about the health insurance waiver process and the specific deadlines for the fall term.,Administration,Medium
7875,"hey, can i pay my student fees with a bag of nickels or does it have to be bigger coins? just checkin.",Finance Office,Low
1560,I would like to know the deadline for applying for a student internship in the healthcare sector.,Academic Office,Low
4902,i am calm but my financial aid application was rejected because of a typo in the university's system and the final appeal deadline is in 2 hours.,Finance Office,High
472,"My student account is showing a balance of $5,000 for a meal plan I never signed up for. Enrollment ends in 24 hours.",Finance Office,High
8131,I noticed that the printer in the study room is making a very loud grinding noise and it's very distracting when trying to work.,Library,Low
3073,The air conditioning in the computer lab is way too cold. Can someone adjust the thermostat?,IT Support,Low
6622,hello. i am writing to inform you that the final grade for my senior seminar is missing from the portal. graduation clearance is in exactly 3 hours and this is a blocking issue. thank you for your help.,Academic Office,High
4673,The automatic doors at the main entrance are staying open and it's freezing in the lobby.,Administration,Medium
1375,My tuition payment is showing as 'rejected' even though I have the funds. Registration for my fall classes closes tomorrow morning.,Finance Office,High
8649,"hey, is the finance office hiring any student painters for the summer of 2027? id like to apply early.",Finance Office,Low
5326,I'm having trouble with the online portal for my student web hosting request account.,IT Support,Medium
5633,i want to know the policy for reserving a study room for a group project next week. can i book it for 4 hours?,Library,Medium
7377,The ceiling in my dorm room is about to collapse because of a leak from above. Please send someone immediately!,Student Housing,High
8057,network outage occurred during timed exam submission,IT Support,High
1214,How can I get a copy of the university's mission statement for a class project?,Administration,Low
2183,the main water line in the building just burst and the hallway is flooding. i am very calm but we need maintenance now.,Student Housing,High
1756,There is a significant error on my official background check conducted by the university. I will lose my job offer if it's not fixed by tomorrow.,Administration,High
2641,i think i lost my keys in the cafeteria... has anyone turned them in??,Administration,Low
8105,I am writing to inquire about the student discount for the upcoming campus theater production. i couldn't find the link.,Administration,Low
1960,PLEASE!!!!!! I NEED TO KNOW IF I CAN GET A REFUND FOR MY MEAL PLAN I HATE THE FOOD SO MUCH HELP!!!!!!,Finance Office,Low
6235,To the Housing Department: My window in room 402 broke due to the wind and it is snowing outside. I cannot stay here tonight as the temperature is dropping rapidly.,Student Housing,High
8449,I am an international student and my visa documents were sent to the wrong city. I have my interview at 8 AM tomorrow morning.,Administration,High
4883,hey idk how to check my meal plan balance. is there an app for that or do i have to go to the office?,Finance Office,Low
6194,I would like to request a deferral of my admission to next year. What is the process?,Admissions,Medium
4119,I'm having trouble with the online portal for my student study group registration account.,Academic Office,Low
4170,One of the ceiling tiles in the common area of South Residence is sagging and looks like it's about to fall.,Student Housing,Medium
7805,The portal for graduation applications is showing an internal server error for all seniors today. deadline is today at 5pm.,Administration,High
2336,I'm having trouble with the online portal for my student web hosting account.,IT Support,Medium
265,i want to know if there are any student jobs available in the student housing office for the next semester. i need a job.,Student Housing,Low
8732,"Heating not working, dorm room cold.",Student Housing,Medium
3179,my student visa i-20 was issued with an incorrect birth year. My embassy interview is scheduled for tomorrow at 8am. I need a digital correction now.,Admissions,High
8714,Can u tell me where the nearest printer is? idk how to find it on the map.,Library,Low
3829,hey can u help me find the link for the online application for the study abroad program for next year?,Admissions,Medium
2459,There is a persistent error when trying to access the 'Degree Audit' tool. It keeps saying 'Service Unavailable'.,Academic Office,Medium
7642,I am unable to access the online library database to complete my research project which is due tomorrow morning.,Library,High
3467,The university website is displaying my social security number on my student profile. This is a severe privacy breach and must be resolved immediately.,Administration,High
7542,Is there a way to get a copy of my unofficial transcript for free?,Academic Office,Low
8874,tuition payment still not posted and deadline is in 24 hours,Finance Office,High
8199,I'm having a technical issue where my tuition payment is showing as 'Success' on my bank end but 'Failed' on yours. Deadline is tonight.,IT Support,High
851,I missed the final exam because I was in the hospital. I have the medical records. How can I make it up?,Academic Office,High
7700,"Library system slow, can't print.",Library,Low
2032,Is there a specific place where I can find past exam papers for the biology department in the library?,Library,Low
4679,PLEASE HURRY THE PRINTER IS MAKING A WEIRD GRINDING NOISE AND I NEED TO PRINT MY THESIS IN 15 MINUTES FOR SUBMISSION!!!!!!!,Library,Medium
3307,window not sealing properly,Student Housing,Medium
93,How can I get a copy of the university's grading policy for an essay I'm writing?,Academic Office,Low
7142,I need help with my application for a student grant for research in the computer and life sciences.,Academic Office,Low
1526,URGENT!!!!! My book is overdue and I don't want to pay the fine please help me ASAP!!!!,Library,Low
6745,Need transcript for scholarship application.,Administration,Medium
632,I noticed that the air conditioning in the student union is making a very loud whistling noise and it's quite annoying for students.,Administration,Low
3326,grade seems missing for one assignment,Academic Office,Medium
7211,I'm having trouble with the library's wifi; it keeps dropping my connection every five minutes while I'm trying to download articles.,IT Support,Medium
8345,academic office grade entry discrepancy for elective course,Academic Office,Medium
6955,I would like to know the deadline for applying for a student internship in the local community.,Academic Office,Low
242,I'M SO STRESSED!! My interview for the honors program was scheduled for today but I never received the Zoom link in my email!!,Admissions,Medium
7321,academic office info about tutoring sessions,Academic Office,Low
1240,hey can u tell me if the library has any group study rooms that i can book for tomorrow morning at 9am?,Library,Medium
2173,i am an applicant for the spring semester and i still haven't received my acceptance letter. classes start in two days.,Admissions,High
7103,I was incorrectly listed as 'Not Graduating' in the commencement program. I have completed all 120 credits. Pls fix this now.,Academic Office,High
8037,i am currently in the library and the ceiling just started collapsing in the study area. pieces of concrete are falling.,Library,High
1769,"My admission scholarship was not applied to my account and I cannot pay the $20,000 balance due tonight. Please help me before I'm dropped.",Admissions,High
2953,i want to know if i can take a placement test for chinese or if i have to start at the beginning. thx.,Academic Office,Low
1747,I'm a prospective student and I would like to know the average SAT scores for the computer science program.,Admissions,Low
5752,Library computer not booting.,Library,Medium
8009,academic office optional course info request,Academic Office,Low
7482,I noticed that the light in the computer lab is out. It is very dark when working on assignments at night.,IT Support,Medium
4157,The faucet in my bathroom is dripping. It's annoying but not a flood.,Student Housing,Medium
6954,Official transcript needed for scholarship.,Administration,Medium
5308,The air conditioning in my dorm room is making a very loud rattling sound and I can't sleep.,Student Housing,Medium
3308,"I received an email stating that my financial aid has been reduced because I dropped a class, but I'm still a full-time student. I need this corrected immediately as my tuition is due today.",Finance Office,High
8673,"I received an email stating that my student account has been deactivated because of a policy violation, but I don't know what I did. I need this resolved so I can access my classes.",IT Support,Medium
4757,"The course portal for 'Advanced Robotics' is showing a zero for my final exam, but I haven't even taken it yet. This is blocking my graduation clearance.",Academic Office,High
3731,I would like to know the deadline to apply for graduation for the spring semester.,Academic Office,Low
2275,The library's scanner is not working. It's giving an error message saying 'Out of Order'.,Library,Low
2166,Library app freezing today.,Library,Low
7361,The university's website is not working properly on my tablet. The menu won't open.,IT Support,Low
859,"The tuition system just charged my card 5 times. My total bank balance is now -$15,000. I need an immediate refund.",Finance Office,High
3157,HELP!! I forgot my laptop charger in the lecture hall and it only has 2% left and i need to finish this quiz by midnight!!!,IT Support,Medium
4353,"hey, is there a map that shows where all the power outlets are in the finance office waiting area?",Finance Office,Low
2513,course selection page shows partial loading issues,Academic Office,Medium
3976,library computer availability inquiry,Library,Low
6766,heating system completely down during freezing night,Student Housing,High
1552,Dorm faucet dripping.,Student Housing,Medium
3676,acceptance letter not showing before deposit deadline,Admissions,High
3211,exam registration issue clarification,Academic Office,Medium
4247,file upload sometimes fails then works,IT Support,Medium
2549,Someone stole my bike from the bike rack near the student union. What should I do?,Administration,Medium
1850,system froze during submission right before deadline,IT Support,High
8051,Is there a way to request a different meal plan? I'm finding the current one doesn't have enough vegetarian options.,Student Housing,Medium
2319,I've been waitlisted for a course that I need to graduate this semester. Is there any way to get an override?,Academic Office,High
441,Grade portal shows wrong marks.,Academic Office,High
8294,"My tuition payment of $5,000 was sent to the wrong account according to my bank and I need to stop the transfer now.",Finance Office,High
462,i'm tryin to figure out how to get a parking permit for the next semester. where is the office for that located?,Student Housing,Medium
5141,I need help with my application for a student scholarship for students in the social and humanities sciences.,Finance Office,Low
6422,i tried to pay my tuition but it says my account is blocked. today is the final payment day before the late fee kicks in.,Finance Office,High
3436,"the 'Check Out' kiosks in the library are down, so there's a huge line at the main desk. can u send another staffer?",Library,Medium
886,I'm interested in the study abroad program for next year. Who is the best person to talk to about requirements?,Academic Office,Low
683,HELP!!!! I CANT FIND MY DORM ROOM AND IT IS RAINING AND I AM SO TIRED PLEEEASE HELP!!!!!,Student Housing,Low
3021,deadline today but portal not showing accept button,Admissions,High
7638,I AM LITERALLY SHAKING!! I CANT LOG INTO THE PORTAL TO SEE MY EXAM RESULTS AND I HAVE BEEN WAITING ALL WEEK!! HELP!!,IT Support,Medium
578,i am writing to report that my id card chip is malfunctioning and i cannot enter the testing hall for my final exam starting in 15 minutes. i am currently at the door.,Administration,High
2980,My MFA token for the secure portal isn't working and I have a final exam starting in 15 minutes that requires it.,IT Support,High
646,I would like to inquire about the requirements for the merit-based scholarship for the next academic year.,Finance Office,Low
7524,locked out of dorm room and no spare key available,Student Housing,High
213,I have been locked out of the residence hall because my ID card was deactivated. It is 2 AM and I am outside without my coat.,Student Housing,High
5374,I would like to appeal a late fee on my tuition. I was in the hospital when the payment was due and have documentation.,Finance Office,Medium
4739,Does the university provide any assistance with filing taxes for out-of-state students?,Finance Office,Low
980,i need to change my meal plan but the deadline was yesterday. can you make an exception?,Student Housing,Medium
5274,application checklist not updating properly,Admissions,Medium
260,The shared bathroom in Hallway B has a sink that has been leaking for three days. It's wasting a lot of water.,Student Housing,Medium
4570,The system for submitting letters of recommendation is down and the deadline is in three hours.,Admissions,High
5923,helpppp!!! my name isn't on the graduation list for saturday but i finished all my classes!! what do i do????,Academic Office,High
1688,I need to know if the career fair is open to alumni.,Administration,Low
225,idk how to check my final grades from last semester. where is the link located?,Academic Office,Low
1223,The payment link in the email I received seems to be broken. I need to pay my enrollment deposit before the midnight deadline.,Admissions,High
6473,pls verify student enrollment info,Administration,Medium
367,I am having trouble with the dual-factor authentication on my student account. It keeps saying my token is invalid.,IT Support,Medium
1984,I'm having trouble with the air conditioning in the classroom. It's very cold.,Academic Office,Low
7351,my student id card won't let me into the medical center where I have a life-saving medication pickup scheduled for right now.,Administration,High
1655,my laptop is making a weird buzzing sound when i plug it in. is that dangerous or should i not worry about it?,IT Support,Medium
3584,installment option not visible on payment page,Finance Office,Medium
9,i lost my id card and i need a new one for my exams tomorrow.,Administration,High
2814,my tuition payment was processed twice by the university and now my bank account is overdrawn. i need an immediate refund.,Finance Office,High
5534,general guidance on admin submission process,Administration,Low
98,"Admissions docs deadline today, portal error.",Admissions,High
8038,"I am unable to see my final grade for English 101. The professor said he uploaded it, but it's not showing up for me.",Academic Office,Medium
227,i would like to inquire about the possibility of becoming a library page next semester if there are any vacancies.,Library,Low
4505,my grades for chem 101 are wrong on the portal and graduation check is tomorrow. i am very calm but this is quite important.,Academic Office,High
3913,Overcharged tuition refund not processed.,Finance Office,High
1832,My scholarship funds have not been applied to my account and I have a registration hold. Tuition is due tomorrow at 5 PM.,Finance Office,High
4563,The ceiling in the shared bathroom of Block C has a brown stain that looks like it's growing. I think there is a leak.,Student Housing,Medium
2597,room lock jammed cannot access dorm late night,Student Housing,High
7536,Can I get a list of all the student organizations that are focused on student health and wellness and sustainability?,Administration,Low
1064,I'm having a tech issue with the admissions interview portal and my interview is starting in exactly 5 minutes.,Admissions,High
2438,hi id like to know if the gym has lockers or if i need to bring my own padlock? thanks.,Administration,Low
3670,cannot enter dorm due to broken lock system,Student Housing,High
1889,i'm trying to register for a class but it says it's restricted to seniors. i am a senior.,Academic Office,Medium
981,PLEASE!!!!!! I NEED TO KNOW IF I CAN BRING MY CAT TO THE DORM IF I HAVE A DOCTORS NOTE FOR EMOTIONAL SUPPORT!!!!!!,Student Housing,Medium
5685,Is there a way to request a physical copy of my unofficial transcript for a job application?,Academic Office,Low
3685,I am a prospective student and I would like to know the deadline for international applications for the fall semester.,Admissions,Low
6402,I missed my tuition payment deadline by one day and now I have a late fee of $150. Is there any way to waive this?,Finance Office,Medium
1994,The communal dryer in South Hall is taking 3 cycles to dry one load of laundry. It's really frustrating.,Student Housing,Medium
3036,Can students donate their old laptops to the IT department for a tax write-off?,IT Support,Low
31,my financial aid refund check was stolen from my mailbox and i need to stop payment on it before it is cashed tonight. very calm.,Finance Office,High
2960,i'm having a small issue with my meal plan balance. it's off by about five dollars.,Finance Office,Low
1440,i am an international student and my I-20 is being held by the registrar for a $10 fee. i need it for my visa interview at 8 AM tomorrow.,Admissions,High
209,the bathroom on the 4th floor of the library is out of soap and paper towels. it's been like that since yesterday.,Library,Medium
4027,I would like to request a new desk for my dorm room because this one is broken and has sharp edges.,Student Housing,Low
2007,My laptop won't connect to the library printer and I need to print my paper for class in 10 minutes.,IT Support,Medium
1767,PLEASE HELP ME!!!!!!!! I FORGOT MY PASSWORD AGAIN AND I NEED TO CHECK MY GRADES NOW NOW NOW!!!!!!!,IT Support,Low
2231,"Hi, I am looking for information on the study abroad programs available for junior year architecture students.",Academic Office,Low
2932,I am an international student and I'm having trouble with the STEM OPT extension application process. I need my documents verified by tomorrow.,Admissions,High
2924,URGENT PLEASE HELP ME I CANT FIND THE STAPLER IN THE STUDY LOUNGE AND MY ASSIGNMENT IS DUE NEXT WEEK HELP!!!!!!!!!!,Library,Low
5391,idk how to check the hours for the student health center. is it open on saturdays? i need to get some cough syrup.,Admissions,Low
1602,"The tuition payment portal is currently rejecting my wire transfer, and the deadline for the spring semester is in three hours. Please advise.",Finance Office,High
2304,The server hosting the student e-portfolios is down. I have a job interview in 2 hours and my work is stored there.,IT Support,High
1465,My thesis advisor hasn't responded to my final draft and the submission portal closes in 6 hours. I am quite concerned about meeting the deadline.,Academic Office,High
960,is there any way to get a discount on the laundry machines? it's getting expensive.,Student Housing,Low
4338,i'm tryin to find the contact info for the biology department head. do u have it?,Academic Office,Medium
1335,The lamp in my dorm room is broken.,Student Housing,Low
6415,i missed my payment deadline by 5 minutes because my internet went out. can you please waive the late fee?,Finance Office,Medium
8508,can u tell me if the library has any books on the philosophy of science for my paper due next month? no hurry.,Library,Low
7393,hey can u check if u guys have the book 'modern sociology' in stock? i checked the shelf but it was empty lol.,Library,Medium
1922,My student portal is showing an 'Incomplete' grade for a course I finished two years ago. I need this cleared to receive my graduation certificate next week.,Academic Office,High
5834,Admissions portal rejects docs.,Admissions,High
1759,The Wi-Fi in the cafeteria is so slow that I can't even open my digital meal card to pay for my lunch.,IT Support,Medium
6249,I need help with my application for a student travel grant.,Finance Office,Low
2719,The bursar's office has charged me $500 for a meal plan that i never signed up for. i need this corrected before tomorrow.,Finance Office,High
4621,My admission application is showing as 'Incomplete' because of a missing SAT score that was sent in December. Deadline for scholarship is today.,Admissions,High
7841,I noticed that the air conditioning in the student union is making a very loud whistling noise.,Administration,Low
8944,I AM CRYING!! I CAN'T FIND MY FINANCIAL AID AWARD LETTER ANYWHERE IN THE SYSTEM AND I NEED IT TO SHOW MY PARENTS TODAY!!,Finance Office,Medium
5147,Is there a limit to how many library books a student can suggest for purchase in a single academic year?,Library,Low
5297,The power is out in the medical storage facility. The vaccines and lab samples will spoil in 30 minutes without backup power.,Administration,High
2345,Deadline for acceptance documents today.,Admissions,High
4048,How do I get a copy of the university's academic policies for a research project I'm doing?,Academic Office,Low
495,course content loads partially sometimes,Academic Office,Medium
4073,i want to apply for a parking permit where is that form?,Student Housing,Low
1027,I would like to inquire about the university's policy for student internships and college credits.,Academic Office,Low
3945,URGENT!!!!! I NEED TO FIND THE LINK FOR THE ONLINE CLASS THAT STARTS IN 2 MINUTES HELP!!!!!,IT Support,Medium
347,how do i request an official transcript to be sent to another university for my transfer application next month?,Academic Office,Medium
3820,portal refresh clears entered data sometimes,IT Support,Medium
6214,I'm having trouble with the online portal for my student high-performance computing (HPC) access.,IT Support,Medium
35,The registration window for the fall semester has closed but I was unable to sign up for my required capstone course due to a system error. Today is the final add date.,Academic Office,High
7175,"I noticed that the temperature in my dorm room is very high, even with the thermostat turned all the way down.",Student Housing,Medium
6635,The bookshelf in my dorm room is loose.,Student Housing,Low
2011,Emergency!! I forgot my hoodie in the student lounge. Has anyone turned it in?? Please tell me ASAP!!!,Administration,Low
2691,library book display information,Library,Low
7909,I need to know the deadline for submitting my honors thesis proposal. Is it this Friday or next Friday?,Academic Office,Low
8459,Can I borrow more library books?,Library,Low
5173,I am a prospective student and I'm confused about the application requirements for the engineering program.,Admissions,Low
5011,library lost and found procedure,Library,Low
5136,my graduation application is showing as 'rejected' due to a missing credit that i actually completed last summer. graduation is in three days.,Academic Office,High
6744,I need help with my application for a student scholarship for students in the computer and social sciences.,Finance Office,Low
4638,admission fee double charged before final deadline,Admissions,High
6855,WHY IS THE COFFEE MACHINE IN THE STUDENT CENTER ALWAYS BROKEN???? I NEED MY CAFFEINE TO FUNCTION THIS IS A TOTAL DISASTER!!!!,Administration,Low
129,syllabus links broken intermittently,Academic Office,Medium
3183,There is a massive leak in the ceiling of the cafeteria. Water is dripping everywhere.,Administration,High
3389,URGENT PLS!!!! I NEED TO BOOK A STUDY ROOM FOR TONIGHT BC MY ROOMMATE IS HAVING A PARTY AND I HAVE AN EXAM!!!! PLS HELP!!!!,Library,Medium
6261,I would like to request a copy of the university's policy on research misconduct.,Academic Office,Low
1943,I am having trouble connecting my phone to the university's wifi. It's giving me a 'failed to connect to network' error message today.,IT Support,Medium
4491,double charged admission fee before final deadline,Admissions,High
6434,The closet in my dorm room is too small.,Student Housing,Low
1622,exam registration status unclear,Academic Office,Medium
7446,i am calm but i need to report that my housing application was deleted from the system and room selection starts in 1 hour.,Student Housing,High
1241,portal dashboard shows incomplete info,IT Support,Medium
414,i'm having trouble with the university's email. it's not letting me send attachments.,IT Support,Medium
3529,I am having trouble connecting my laptop to the campus Wi-Fi. It keeps saying 'incorrect password' even though I know it's right.,IT Support,Medium
6676,library catalog help request,Library,Low
1861,I noticed that the air conditioning in my dorm room is making a very loud rattling noise and it's keeping me awake at night.,Student Housing,Medium
5306,URGENT!!!!!! I CANT FIND THE LINK TO THE VIRTUAL CAMPUS TOUR AND MY MOM IS WAITING!!!!!!!!,Admissions,Low
8022,The elevator in the parking garage is stuck between floors with an infant inside. Please dispatch emergency maintenance.,Administration,High
6382,dorm lounge usage rules inquiry,Student Housing,Low
109,The ceiling in the computer lab just collapsed due to a pipe burst and electrical equipment is exposed. We need someone immediately.,Administration,High
8045,vpn disconnects occasionally,IT Support,Medium
626,portal UI shows inconsistent data,IT Support,Medium
4369,I would like to report that the faculty grading portal is leaking student IDs and names to the public directory.,IT Support,High
863,can u tell me if the library has any books on 'the philosophy of science' for my paper due next week?,Library,Medium
5925,the university health center pharmacy is handing out the wrong prescriptions. i just received a medication i am severely allergic to.,Administration,High
6517,the toilet in room 405 is overflowing. please send someone immediately.,Student Housing,High
1886,exam enrollment failed and deadline is in few hours,Academic Office,High
1699,i have a question about the university's policy on pets in the dorm. can i have a goldfish?,Student Housing,Low
7609,I received an email stating that my student account has been charged for a laptop I already returned. I need this corrected immediately as I need the money for my rent.,Finance Office,High
766,I'm trying to apply for graduation for next semester but the system says I'm missing a core credit that I'm currently taking.,Academic Office,Medium
3491,How can I apply for a student parking permit for the upcoming spring semester?,Administration,Low
2914,I found a student ID card on the sidewalk near the student union. Where should I drop it off?,Administration,Low
7776,How do I apply for the university's excellence award for student leadership?,Administration,Low
1505,"The payment portal is down for maintenance, but today is the final day to pay tuition without a $250 late fee.",Finance Office,High
8041,i want to know if there are any vegetarian options in the dining hall for dinner tonight.,Student Housing,Medium
8644,my graduation application is showing as 'rejected' due to a missing credit i completed last summer. graduation check is today.,Academic Office,High
3466,I would like to know the deadline for applying for a student research assistantship.,Academic Office,Low
7629,How can I verify if my application fee waiver has been approved? The portal still says 'Payment Pending'.,Admissions,Medium
935,i'd like to update my preferred name on my student id for the graduation ceremony. there is no rush for the physical card.,Administration,Low
8740,tuition seems okay but just checking balance,Finance Office,Low
1673,I noticed that the water in the dorm communal bathroom is very hot and it seems dangerous for the students.,Student Housing,Medium
5740,ventilation in dorm noisy occasionally,Student Housing,Medium
4114,The university's system for processing medical waivers for the meal plan is down and the deadline to avoid the charge is tonight.,Finance Office,High
3718,The digital repository for our final architecture projects is down. The projects are due in 4 hours and we can't upload.,Library,High
2015,I would like to know if the university has any policies regarding the use of AI tools in senior capstone projects.,Academic Office,Medium
8881,i am having trouble finding a research paper in the library's online database. can someone help me?,Library,Low
8816,The floor in my dorm bathroom is slippery.,Student Housing,Low
2477,I would like to report that the library's ceiling is sagging significantly above the main study desk after the heavy rain.,Library,High
7872,ventilation system noisy in dorm room,Student Housing,Medium
2258,i'm tryin to figure out how to get a student discount for the local bus pass. do i need a form from u guys? no rush.,Administration,Low
2435,The lock on my dorm room door is broken and i cannot get out. i have a medical appointment in 20 minutes from now.,Student Housing,High
2497,PLEASE HURRY THE PRINTER IS MAKING A LOUD GRINDING NOISE AND I NEED TO PRINT MY THESIS IN 5 MINUTES!!!!!!!,Library,Medium
6674,"I was overcharged $2,500 on my housing bill and I need that money back today to buy my required medical equipment for labs.",Finance Office,High
5949,locked out of dorm room late night no access,Student Housing,High
1588,OMGGGGG I FORGOT TO BRING MY STUDENT ID AND THE BUS IS COMING IN ONE HOUR CAN I GET A TEMP CARD RIGHT NOW PLS!!!!!!!!,IT Support,Medium
3246,"i missed the bus for the campus tour, can i reschedule for later today?",Admissions,Low
2,i lost my id card and i need it for my lab practical in 30 mins. please help!!,Administration,High
7225,"Dorm AC broken, very hot.",Student Housing,Medium
2294,assignment submission page doesn't confirm upload sometimes,Academic Office,Medium
6475,How can I get a copy of the university's grading policy for a project I'm working on?,Academic Office,Low
7968,"Login failed, MFA code never arrives.",IT Support,High
4484,Exam registration portal error persists.,Academic Office,Medium
221,i forgot to sign my housing contract and the deadline was an hour ago. am i going to lose my room?,Student Housing,High
6529,tuition invoice incorrect and must pay within 24 hours,Finance Office,High
4737,hey can u tell me if the finance office is hiring any student workers for the winter break? id like to apply.,Finance Office,Low
3223,My roommate is keeping a cat in our room which is against the housing policy and I am severely allergic.,Student Housing,Medium
2283,hi i lost my id card and i need to print my paper for class in like 20 mins thx.,Administration,Medium
1105,I am a graduating senior and my name is missing from the commencement list. The program goes to the printer today.,Administration,High
3644,"I'm being charged for a full semester of health insurance when I already have a waiver approved. I need this $1,500 charge removed today.",Finance Office,High
6433,Can I get a new student ID card if I want to change my photo? My current one is from four years ago.,Administration,Low
2999,I am an international student currently at the airport. My I-20 has an incorrect start date and the officer won't let me in. I need a new copy now.,Admissions,High
2302,The system for submitting letters of recommendation is down and the deadline is in three hours for my master's application. i am calm.,Admissions,High
2810,Official degree verification letter needed.,Administration,Medium
866,"Hi, I'm trying to find out when the final exam schedule for the fall semester will be posted.",Academic Office,Low
5939,I noticed that the light in the communal kitchen is out. It is very dark when preparing meals at night.,Student Housing,Medium
809,can u guys tell me if there is a student discount for the local cinema?,Admissions,Low
178,The university's portal for international student health records is rejecting my vaccine card. the deadline is tonight at midnight.,Admissions,High
1925,The towel bar in my dorm bathroom is missing.,Student Housing,Low
2139,I noticed an error in my student record. it says i am a junior when i am actually a senior student.,Admissions,Medium
5426,The WiFi in the North Quad is constantly dropping every 5 minutes. It's making it impossible to finish my online quiz.,IT Support,Medium
152,I'm having trouble with the heating in my room. It's too hot and I can't turn it down.,Student Housing,Medium
3438,"Dorm AC broken, room hot.",Student Housing,Medium
5770,library info on reserved book collection,Library,Low
2402,i think there is a typo in my middle name on the admissions portal but there is no rush to fix it.,Admissions,Low
7473,URGENT!!!!!! THE PRINTER IN THE LIBRARY IS OUT OF CYAN TONER AND I NEED TO PRINT MY COLOR POSTER FOR THE CLUB FAIR IN AN HOUR PLS HELP!!!!,Library,Low
5569,I'm having trouble understanding the prerequisites for the 'Advanced Machine Learning' course. The catalog is a bit confusing.,Academic Office,Low
8457,My student visa extension was denied and I need the university to provide a letter of support within 48 hours to appeal.,Admissions,High
6550,i just found out i'm missing one prerequisite for a core class i'm supposed to take next semester. what do i do?,Academic Office,Medium
1803,"Hi, I'm a prospective student. Can I schedule a tour of the engineering building for next Tuesday?",Admissions,Low
7113,wifi drops randomly during peak hours,IT Support,Medium
7470,I AM SO ANGRY!! THE SCHEDULING PORTAL SAYS MY FINAL EXAM IS ON SUNDAY AT 7AM!! IS THIS A JOKE?? PLEASE CONFIRM!!,Academic Office,Medium
6841,I'm looking for a list of all the different species of trees on campus. Is there an office that keeps a record of this?,Administration,Low
2644,I am unable to submit my housing application and the selection window for my group closes in 90 minutes. I am using a Chrome browser.,Student Housing,High
5907,I'm an international applicant and I can't find the link to pay the SEVIS fee in my portal.,Admissions,Medium
2273,I lost my room key and I'm worried someone might find it and enter my room. I need my lock changed.,Student Housing,High
1609,I'm having a hard time logging into the library's research portal with my student credentials. It keeps saying 'Unauthorized'.,Library,Medium
8308,The university's system for processing transcript requests is down and i need mine for my law school app due in four hours.,Academic Office,High
2359,application status still pending,Admissions,Medium
3263,info on optional academic tutorial sessions,Academic Office,Low
3552,OMGGGGG I THINK I FORGOT TO SIGN MY HOUSING CONTRACT AND THE DEADLINE WAS YESTERDAY AM I HOMELESS HELP ME!!!!!!!,Student Housing,Medium
4312,the vpn is down and i wanted to start my research for a project due next friday. i am very calm but let me know when it is back up.,IT Support,Medium
429,i need to drop a class but the system says i need a pin from my advisor. i can't reach my advisor.,Academic Office,Medium
1744,Portal crashed while submitting assignment.,IT Support,High
8160,i am an international student and my sevis record is about to be terminated because the university hasn't reported my arrival. today is the deadline.,Admissions,High
2116,admission portal not accepting confirmation before deadline,Admissions,High
8791,Are there any student discounts available for the local transit system? I'm commuting this semester.,Administration,Low
121,The library lift is stuck between floors. There are two people inside. Please send help immediately!!,Library,High
3723,dorm laundry usage info request,Student Housing,Low
241,"The student health insurance portal is not accepting my waiver and the $1,800 fee is due tonight. I have provided proof of private coverage twice.",Finance Office,High
1806,What is the procedure for suggesting a new book for the library's science fiction section?,Library,Low
